Name;Code;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020
BECHTLE;D:BC8(P);14.167;13.785;13.69;24.5;30.5;42.502;45.84;70.23;72;117.9;175.4
BECHTLE - HISTORICAL VOLATILITY 5 YEARS;400E(D:BC8);0.3794;0.4014;0.3819;0.3055;0.3089;0.3103;0.2685;0.2426;0.2441;0.2562;0.3688
BECHTLE - RETURN ON EQUITY - TOTAL (%);D:BC8(WC08301);13.14;15.87;12.89;13.19;14.44;15.81;15.72;15.57;16.52;17.96;NA
BECHTLE - Environment Pillar Score;D:BC8(ENSCORE);NA;NA;NA;NA;NA;NA;NA;28.51;31.72;38.89;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
BECHTLE - Governance Pillar Score;D:BC8(CGSCORE);NA;NA;NA;NA;NA;NA;NA;15.99;18.64;18.4;NA
BECHTLE - Social Pillar Score;D:BC8(SOSCORE);NA;NA;NA;NA;NA;NA;NA;45.75;48.05;75.58;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
BOLLORE - DIVIDEND YIELD;F:MATI(DY);1.61;1.87;1.29;0.78;0.8;1.41;2.1;1.48;1.57;1.48;1.73
BOLLORE;F:MATI(P);1.6495;1.6065;2.55;3.96;3.88;4.27;2.852;4.041;3.81;4.044;3.46
BOLLORE - HISTORICAL VOLATILITY 5 YEARS;400E(F:MATI);0.2873;0.2847;0.2852;0.2431;0.2259;0.2337;0.2421;0.2414;0.2452;0.2282;0.3237
BOLLORE - RETURN ON EQUITY - TOTAL (%);F:MATI(WC08301);9.63;8.49;13.85;3.97;2.75;NA;4.67;7.2;2.39;2.59;NA
BOLLORE - Environment Pillar Score;F:MATI(ENSCORE);41.98;41.38;56.94;56.39;59.71;60.22;58.41;64.17;62.47;NA;NA
BOLLORE - RESEARCH & DEVELOPMENT/SALES;F:MATI(WC08341);NA;NA;1.29;0.75;1.06;1.6;1.84;0.66;0.46;0.31;NA
BOLLORE - Governance Pillar Score;F:MATI(CGSCORE);15.15;12.8;11.65;12.44;14.32;6.08;7.32;6.79;6.84;NA;NA
BOLLORE - Social Pillar Score;F:MATI(SOSCORE);27.12;27.43;46.39;43.89;43.23;44.97;47.6;62.94;67.67;NA;NA
BOLLORE - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:MATI(ENERDP0961);NA;NA;NA;NA;NA;NA;796.1;207;NA;NA;NA
BRENNTAG - DIVIDEND YIELD;D:BNR(DY);0;2.01;2.13;1.88;2.07;1.84;2.06;1.99;2.56;2.51;2.02
BRENNTAG;D:BNR(P);21.667;23.253;31.356;42.568;41.855;48.925;48.641;52.782;42.96;47.8;61.98
BRENNTAG - HISTORICAL VOLATILITY 5 YEARS;400E(D:BNR);0.1429;0.2014;0.1892;0.1782;0.2004;0.2105;0.2166;0.2157;0.2188;0.2289;0.3191
BRENNTAG - RETURN ON EQUITY - TOTAL (%);D:BNR(WC08301);16.19;16.59;18.19;17.04;15.45;14.68;12.88;12.18;14.75;13.74;NA
BRENNTAG - Environment Pillar Score;D:BNR(ENSCORE);4.79;3.77;18.36;15.47;33.57;35.6;41.37;42.42;43.61;42.45;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
BRENNTAG - Governance Pillar Score;D:BNR(CGSCORE);27.29;15.18;45.76;53.13;50.56;57.53;71.79;57.89;77.41;78.91;NA
BRENNTAG - Social Pillar Score;D:BNR(SOSCORE);21.94;14.24;24.81;27.84;32.29;39.81;66.69;62.5;66.79;64.71;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
BUREAU VERITAS - DIVIDEND YIELD;F:BVI(DY);1.52;2.18;1.55;2.12;2.42;2.51;2.99;2.48;2.88;2.43;0
BUREAU VERITAS;F:BVI(P);13.86;13.1925;20.525;21.62;19.8;19.15;17.07;22.18;19.465;23.02;22.1
BUREAU VERITAS - HISTORICAL VOLATILITY 5 YEARS;400E(F:BVI);0.3277;0.2922;0.2683;0.1977;0.1722;0.1702;0.181;0.1855;0.1956;0.1831;0.2764
BUREAU VERITAS - RETURN ON EQUITY - TOTAL (%);F:BVI(WC08301);43.53;31.17;26.93;32.86;28.55;23.17;27.86;28.17;34.47;33.1;NA
BUREAU VERITAS - Environment Pillar Score;F:BVI(ENSCORE);58.55;65.89;61.14;64.89;62.23;66.08;69.07;66.12;74.54;76.68;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
BUREAU VERITAS - Governance Pillar Score;F:BVI(CGSCORE);11.96;22.16;16.09;22.19;21.23;28.63;20.24;13.32;29.92;43.11;NA
BUREAU VERITAS - Social Pillar Score;F:BVI(SOSCORE);46.83;42.42;47.78;46.39;54.24;60.21;86.38;90.03;86.7;85.3;NA
BUREAU VERITAS - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;F:BVI(ENERDP0961);7.11;5.09;7.83;3.19;7.11;5.85;11.88;NA;14.17;8.69;NA
CAIXABANK - DIVIDEND YIELD;E:CABK(DY);6.33;8.65;8.49;6.15;4.77;5.17;5.23;4.25;4.02;6.47;6.92
CAIXABANK;E:CABK(P);3.0665;2.8084;2.1546;3.1129;3.8867;3.3079;2.8277;3.997;3.727;2.626;2.169
CAIXABANK - HISTORICAL VOLATILITY 5 YEARS;400E(E:CABK);0.3081;0.3133;0.3395;0.3545;0.3522;0.3471;0.3582;0.3254;0.2829;0.2818;0.4135
CAIXABANK - RETURN ON EQUITY - TOTAL (%);E:CABK(WC08301);14.22;4.55;1.06;2.14;2.52;3.23;4.3;7.05;8.22;6.36;NA
CAIXABANK - Environment Pillar Score;E:CABK(ENSCORE);24.44;89.21;67.41;68.48;66.63;66.49;67.1;66.19;65.74;85.79;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
CAIXABANK - Governance Pillar Score;E:CABK(CGSCORE);44.68;50.13;43.48;44.24;35.45;41.43;64.88;75.98;59.17;89.3;NA
CAIXABANK - Social Pillar Score;E:CABK(SOSCORE);62.87;74.14;77.26;74.9;74.68;77.19;77.42;92.07;91.03;89.29;NA
CAIXABANK - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;E:CABK(ENERDP0961);0.02;0.96;1.04;0.43;1.49;1.85;2.12;1.61;1.49;1.36;NA
COVESTRO - DIVIDEND YIELD;D:1COV(DY);NA;NA;NA;NA;NA;0;1.23;1.65;3.9;5.35;2.6
COVESTRO;D:1COV(P);NA;NA;NA;NA;NA;31.645;56.906;81.995;56.4;44.88;46.11
COVESTRO - HISTORICAL VOLATILITY 5 YEARS;400E(D:1COV);NA;NA;NA;NA;NA;0;0.3607;0.3119;0.3086;0.3383;0.3847
COVESTRO - RETURN ON EQUITY - TOTAL (%);D:1COV(WC08301);NA;NA;NA;NA;NA;12.78;20.42;42.19;34.15;10.47;NA
COVESTRO - Environment Pillar Score;D:1COV(ENSCORE);NA;NA;NA;NA;NA;58.94;72.04;68.42;72.92;69.9;NA
COVESTRO AG - RESEARCH & DEVELOPMENT/SALES;D:1COV(WC08341);NA;NA;NA;NA;1.8;2.13;2.18;1.94;1.89;2.14;NA
COVESTRO AG - Governance Pillar Score;D:1COV(CGSCORE);NA;NA;NA;NA;NA;61.7;70.33;78.07;85.08;89.27;NA
COVESTRO AG - Social Pillar Score;D:1COV(SOSCORE);NA;NA;NA;NA;NA;47.57;68.7;74.63;75.51;74.76;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
DASSAULT AVIATION - DIVIDEND YIELD;F:AM@F(DY);1.47;1.69;1.2;1.04;0.89;0.94;1.14;0.93;1.12;1.68;0
DASSAULT AVIATION;F:AM@F(P);600.0298;632;707.8999;890.25;1000;1065;1058.85;1298;1372;1261;921
DASSAULT AVIATION - HISTORICAL VOLATILITY 5 YEARS;400E(F:AM@F);0.2476;0.24;0.2473;0.1966;0.1776;0.2022;0.2048;0.1929;0.2001;0.1939;0.3309
DASSAULT AVIATION - RETURN ON EQUITY - TOTAL (%);F:AM@F(WC08301);6.08;7.27;11.08;9.32;6.15;3.59;10.7;19.63;14.32;16.34;NA
DASSAULT AVIATION - Environment Pillar Score;F:AM@F(ENSCORE);NA;NA;NA;NA;NA;48.38;49.61;61.57;60;69.53;NA
DASSAULT AVIATION - RESEARCH & DEVELOPMENT/SALES;F:AM@F(WC08341);5.56;9.18;9.83;10.48;13.26;10.33;8.01;6.47;7.65;7.15;NA
DASSAULT AVIATION - Governance Pillar Score;F:AM@F(CGSCORE);NA;NA;NA;NA;NA;15.84;11.31;12.99;20.49;15.49;NA
DASSAULT AVIATION - Social Pillar Score;F:AM@F(SOSCORE);NA;NA;NA;NA;NA;46.22;45.23;43.1;68.35;71.88;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
DIASORIN - DIVIDEND YIELD;I:DIA(DY);0.63;1.75;1.76;1.47;1.76;1.28;1.25;1.06;1.05;0.81;0.55
DIASORIN;I:DIA(P);31.1269;22.292;25.4223;33.1455;30.4248;45.6373;50.6593;73.5267;79.1826;110.7;173.3
DIASORIN - HISTORICAL VOLATILITY 5 YEARS;400E(I:DIA);0.2561;0.2708;0.2655;0.2684;0.2502;0.2511;0.2297;0.2045;0.2234;0.2259;0.2861
DIASORIN - RETURN ON EQUITY - TOTAL (%);I:DIA(WC08301);33.88;29.86;24.33;21.33;18.74;18.77;17.99;19.92;21.87;22.63;NA
DIASORIN - Environment Pillar Score;I:DIA(ENSCORE);NA;NA;NA;NA;NA;NA;NA;32.72;36.15;34.6;NA
DIASORIN - RESEARCH & DEVELOPMENT/SALES;I:DIA(WC08341);4.58;4.5;4.97;5.06;5.1;4.81;5.7;5.91;5.92;5.91;NA
DIASORIN - Governance Pillar Score;I:DIA(CGSCORE);NA;NA;NA;NA;NA;NA;NA;61.3;67.99;62.33;NA
DIASORIN - Social Pillar Score;I:DIA(SOSCORE);NA;NA;NA;NA;NA;NA;NA;58.34;58.97;58.38;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
DT.BOERSE COMD. (FRA) XETRA-GOLD ETC - DIVIDEND YIELD;D:4GLD(DY);0;0;0;0;0;0;0;0;0;0;0
DT.BOERSE COMD. (FRA) XETRA-GOLD ETC;D:4GLD(P);31.88;42.13;43.31;30.67;30.23;32.53;36.88;34.91;34.4;42.676;51.37
DT.BOERSE COMD. (FRA) XETRA-GOLD ETC - HISTORICAL VOLATILITY 5 YEARS;400E(D:4GLD);0.2004;0.1906;0.1818;0.1824;0.1666;0.1608;0.1501;0.15;0.1242;0.1258;0.1412
#ERROR;;$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,NO WORLDSCOPE DATA FOR THIS CODE;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
#ERROR;;$$ER: E100,INVALID CODE OR EXPRESSION ENTERED;;;;;;;;;;
ELISA - DIVIDEND YIELD;M:ELIS(DY);3.18;8.5;8.15;6.91;5.78;3.76;4.87;4.35;4.37;3.59;4.05
ELISA;M:ELIS(P);15.73;15.3;15.96;18.8;22.48;35.09;28.77;34.51;37.73;48.7;45.7
ELISA - HISTORICAL VOLATILITY 5 YEARS;400E(M:ELIS);0.2608;0.2577;0.2582;0.2208;0.2229;0.207;0.2038;0.193;0.1793;0.1612;0.2343
ELISA - RETURN ON EQUITY - TOTAL (%);M:ELIS(WC08301);17.32;24.18;24.77;23.1;25.88;26.96;27.12;33.49;29.16;26.63;NA
ELISA - Environment Pillar Score;M:ELIS(ENSCORE);34.54;51.41;46.8;49.26;43.82;63.81;58.24;60.99;60.6;66.28;NA
ELISA - RESEARCH & DEVELOPMENT/SALES;M:ELIS(WC08341);0.67;0.32;0.15;0.14;0.13;0.1;0.1;0.1;0.05;0.09;NA
ELISA - Governance Pillar Score;M:ELIS(CGSCORE);41.84;34.24;34.52;32.21;48.64;46.66;47.47;54.88;57.86;58.46;NA
ELISA - Social Pillar Score;M:ELIS(SOSCORE);26.32;44.44;46.91;44.69;48.5;48.97;46.51;48.24;46.49;55.81;NA
ELISA - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;M:ELIS(ENERDP0961);NA;4;212.45;3.72;86.48;76.66;70.43;59.14;58.19;71.35;NA
EUROBANK HOLDINGS - DIVIDEND YIELD;G:EFG(DY);0;0;0;0;0;0;0;0;0;0;0
EUROBANK HOLDINGS;G:EFG(P);4165.97;591.17;674.49;57.53;23.81;2.68;0.56;0.53;0.48;0.95;0.45
EUROBANK HOLDINGS - HISTORICAL VOLATILITY 5 YEARS;400E(G:EFG);0.4986;0.6151;0.9635;1.2757;1.2406;1.3334;1.4458;1.2683;0.9904;1.0071;0.9242
EUROBANK HOLDINGS - RETURN ON EQUITY - TOTAL (%);G:EFG(WC08301);-1.87;-377.16;NA;-225.7;-30.56;-23.16;4.08;1.73;1.62;2.17;NA
EUROBANK HOLDINGS - Environment Pillar Score;G:EFG(ENSCORE);42.36;48.15;48.94;48.21;68.2;67.51;66.22;61.89;60.86;NA;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
EUROBANK HOLDINGS - Governance Pillar Score;G:EFG(CGSCORE);57.78;58;54.47;66.3;53.79;53.89;55.37;62.54;67.21;NA;NA
EUROBANK HOLDINGS - Social Pillar Score;G:EFG(SOSCORE);43.71;41.39;39.54;38.17;38.44;40.49;48.25;69.95;67.25;NA;NA
EUROBANK HOLDINGS - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;G:EFG(ENERDP0961);NA;NA;NA;NA;0.09;0.14;0.12;0.12;0.1;NA;NA
FIELMANN - DIVIDEND YIELD;D:FIE(DY);3.05;3.21;3.46;3.26;2.83;2.53;2.83;2.48;3.27;2.61;0
FIELMANN;D:FIE(P);32.75;37.395;36.104;41.415;51.25;63.346;61.8;72.44;56.65;72.85;64.2
FIELMANN - HISTORICAL VOLATILITY 5 YEARS;400E(D:FIE);0.247;0.2481;0.2272;0.1755;0.1687;0.1604;0.1618;0.1625;0.2033;0.1947;0.2612
FIELMANN - RETURN ON EQUITY - TOTAL (%);D:FIE(WC08301);23.29;22.58;22.52;23.69;25.71;25.53;24.57;24.28;24.06;24.06;NA
FIELMANN - Environment Pillar Score;D:FIE(ENSCORE);7.1;7.16;7.37;5.14;6.92;10;10.2;45.07;41.36;48.92;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
FIELMANN - Governance Pillar Score;D:FIE(CGSCORE);14.04;27.1;9.09;10.48;7.32;16.81;5.57;12.46;17.16;14.41;NA
FIELMANN - Social Pillar Score;D:FIE(SOSCORE);25.44;28.85;37.46;40.72;41.97;40.2;37.82;51.16;52.41;54.91;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
FRAPORT - DIVIDEND YIELD;D:FRA(DY);2.6;2.79;2.99;2.3;2.64;2.36;2.58;1.82;2.23;2.7;0
FRAPORT;D:FRA(P);44.26;44.805;41.792;54.251;47.388;57.13;52.227;82.309;67.18;74.14;47.2
FRAPORT - HISTORICAL VOLATILITY 5 YEARS;400E(D:FRA);0.3004;0.2815;0.2929;0.2334;0.2171;0.2229;0.1995;0.1725;0.1932;0.1914;0.4544
FRAPORT - RETURN ON EQUITY - TOTAL (%);D:FRA(WC08301);10.01;8.68;8.32;7.41;7.48;8.31;10.46;8.68;11.78;9.76;NA
FRAPORT - Environment Pillar Score;D:FRA(ENSCORE);67.81;69.33;74.32;74;77.66;81.89;83.37;86.31;86.37;83.2;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
FRAPORT - Governance Pillar Score;D:FRA(CGSCORE);32.3;46.04;55.51;68.99;69.63;73.47;72.32;53.96;58.58;57.62;NA
FRAPORT - Social Pillar Score;D:FRA(SOSCORE);91.58;87.68;88.87;91.47;94.71;96.7;96.75;97.49;95.44;95.02;NA
FRAPORT - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:FRA(ENERDP0961);494.21;494.04;467.93;462.23;507.03;512.51;525.04;NA;NA;NA;NA
GEA GROUP - DIVIDEND YIELD;D:G1A(DY);1.61;1.93;2.37;1.68;1.65;1.9;2.36;2.01;3.23;2.91;2.92
GEA GROUP;D:G1A(P);18.58;20.755;23.23;32.76;36.251;36.93;33.95;39.853;26.3;29.22;29.09
GEA GROUP - HISTORICAL VOLATILITY 5 YEARS;400E(D:G1A);0.4128;0.4086;0.3789;0.2957;0.2486;0.2408;0.276;0.2565;0.2683;0.3164;0.412
GEA GROUP - RETURN ON EQUITY - TOTAL (%);D:G1A(WC08301);7.28;15.49;14.53;15.01;13.24;13.48;9.75;8.85;4.58;-7.52;NA
GEA GROUP - Environment Pillar Score;D:G1A(ENSCORE);31.9;46.38;44.11;33.23;35.29;39.89;51.32;55.67;66.52;67.88;NA
GEA GROUP - RESEARCH & DEVELOPMENT/SALES;D:G1A(WC08341);1.36;1.31;1.45;1.45;1.72;1.66;1.95;1.96;2.35;2.87;NA
GEA GROUP - Governance Pillar Score;D:G1A(CGSCORE);29.93;57.8;47.41;48.05;47.94;44.33;64.32;60.8;64.16;65.09;NA
GEA GROUP - Social Pillar Score;D:G1A(SOSCORE);23.79;24.26;22.48;18.89;17.14;28.23;32.63;69.49;72.55;72.29;NA
GEA GROUP - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;D:G1A(ENERDP0961);NA;NA;NA;NA;13.43;3.92;4.06;2.89;3.8;3.37;NA
HAPAG LLOYD - DIVIDEND YIELD;D:HLAG(DY);NA;NA;NA;NA;NA;0;0;0;1.93;0.19;1.93
HAPAG LLOYD;D:HLAG(P);NA;NA;NA;NA;NA;19.581;17.018;32.16;29.5;78.1;57.1
HAPAG LLOYD - HISTORICAL VOLATILITY 5 YEARS;400E(D:HLAG);NA;NA;NA;NA;NA;NA;0.3547;0.4027;0.3707;0.4399;0.7705
HAPAG LLOYD - RETURN ON EQUITY - TOTAL (%);D:HLAG(WC08301);16.97;-0.94;-4.17;-3.26;-17.1;2.43;-1.91;0.49;0.6;5.63;NA
HAPAG LLOYD - Environment Pillar Score;D:HLAG(ENSCORE);NA;NA;NA;NA;NA;NA;NA;43.56;41.24;38.67;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
HAPAG LLOYD - Governance Pillar Score;D:HLAG(CGSCORE);NA;NA;NA;NA;NA;NA;NA;46.02;68.09;61.31;NA
HAPAG LLOYD - Social Pillar Score;D:HLAG(SOSCORE);NA;NA;NA;NA;NA;NA;NA;93.6;89.97;90.9;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
HELLOFRESH - DIVIDEND YIELD;D:HFG(DY);NA;NA;NA;NA;NA;NA;NA;0;0;0;0
HELLOFRESH;D:HFG(P);NA;NA;NA;NA;NA;NA;NA;9.823;9.24;16.2;41.66
HELLOFRESH - HISTORICAL VOLATILITY 5 YEARS;400E(D:HFG);NA;NA;NA;NA;NA;NA;NA;NA;0.4255;0.4877;0.6021
HELLOFRESH - RETURN ON EQUITY - TOTAL (%);D:HFG(WC08301);NA;NA;NA;NA;NA;-220.29;-173.31;-56.65;-30.52;-4.22;NA
HELLOFRESH - Environment Pillar Score;D:HFG(ENSCORE);NA;NA;NA;NA;NA;NA;NA;NA;26.81;28.05;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
HELLOFRESH - Governance Pillar Score;D:HFG(CGSCORE);NA;NA;NA;NA;NA;NA;NA;NA;41.13;49.41;NA
HELLOFRESH - Social Pillar Score;D:HFG(SOSCORE);NA;NA;NA;NA;NA;NA;NA;NA;35.57;37.87;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
KPN KON - DIVIDEND YIELD;H:KPN(DY);6.86;8.49;17.12;0;0.77;3.27;4.15;3.68;4.98;4.46;4.95
KPN KON;H:KPN(P);7.0753;5.7815;2.4433;2.47;2.586;3.487;2.605;2.991;2.4;2.8;2.547
KPN KON - HISTORICAL VOLATILITY 5 YEARS;400E(H:KPN);0.1969;0.2022;0.2744;0.3331;0.3592;0.3775;0.3754;0.32;0.2331;0.1942;0.2582
KPN KON - RETURN ON EQUITY - TOTAL (%);H:KPN(WC08301);48.87;48.18;25.88;-8.16;-17.63;15.91;23.17;18.07;10.33;32.1;NA
KPN KON - Environment Pillar Score;H:KPN(ENSCORE);79.63;74.56;71.39;75.55;73.64;79.51;74.82;72.16;74.12;73.28;NA
KPN KON - RESEARCH & DEVELOPMENT/SALES;H:KPN(WC08341);0.62;0.44;NA;NA;NA;NA;NA;NA;NA;NA;NA
KPN KON - Governance Pillar Score;H:KPN(CGSCORE);81.89;84.11;81.34;67.96;58.24;86.38;66.7;62.43;85.01;83.7;NA
KPN KON - Social Pillar Score;H:KPN(SOSCORE);76.19;58.4;41.11;43.02;45.13;51.76;57.39;65.55;59.66;59.27;NA
KPN KON - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:KPN(ENERDP0961);0.66;5.56;33.23;NA;108.91;128.1;123.76;124.27;125.57;137.19;NA
LEONARDO - DIVIDEND YIELD;I:LDO(DY);4.45;11.89;0;0;0;0;0;1.38;1.65;1.22;2.47
LEONARDO;I:LDO(P);9.22;3.448;3.584;5.25;7.545;12.53;12.42;10.16;8.462;11.48;5.674
LEONARDO - HISTORICAL VOLATILITY 5 YEARS;400E(I:LDO);0.3125;0.4126;0.4514;0.4774;0.4804;0.4861;0.4209;0.4196;0.3892;0.3804;0.5314
LEONARDO - RETURN ON EQUITY - TOTAL (%);I:LDO(WC08301);7.49;-42.2;-21.51;0.83;-0.9;12.5;11.69;6.16;11.7;16.72;NA
LEONARDO - Environment Pillar Score;I:LDO(ENSCORE);77.55;63.71;62.57;59.34;84.84;85.93;86.14;87.69;91.93;NA;NA
LEONARDO - RESEARCH & DEVELOPMENT/SALES;I:LDO(WC08341);10.86;11.66;11.2;11.35;10.64;10.97;11.44;13.35;11.76;11.06;NA
LEONARDO - Governance Pillar Score;I:LDO(CGSCORE);58.05;63.18;63.23;59.42;58.43;67.23;68.07;58.86;68.14;NA;NA
LEONARDO - Social Pillar Score;I:LDO(SOSCORE);53.62;72.17;72.06;72.54;71.48;68.95;74.5;72.35;77.04;NA;NA
LEONARDO - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;I:LDO(ENERDP0961);15.82;21.04;23.12;18.3;24.58;21.75;23.67;18.57;22.16;NA;NA
NN GROUP - DIVIDEND YIELD;H:NN(DY);NA;NA;NA;NA;0;3.46;5.6;4.4;4.47;5.63;6.6
NN GROUP;H:NN(P);NA;NA;NA;NA;24.05;29.785;29.44;35.7;38.07;35.52;34.25
NN GROUP - HISTORICAL VOLATILITY 5 YEARS;400E(H:NN);NA;NA;NA;NA;0.2308;0.2288;0.2388;0.2256;0.2067;0.2052;0.3504
NN GROUP - RETURN ON EQUITY - TOTAL (%);H:NN(WC08301);NA;NA;4.17;0.05;3.42;7.49;5.35;9.06;4.65;7.1;NA
NN GROUP - Environment Pillar Score;H:NN(ENSCORE);NA;NA;NA;NA;44.98;39.44;43.24;37.45;46.79;47.18;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
NN GROUP - Governance Pillar Score;H:NN(CGSCORE);NA;NA;NA;NA;32.87;47.07;78.93;78.87;81.41;74.66;NA
NN GROUP - Social Pillar Score;H:NN(SOSCORE);NA;NA;NA;NA;37.62;41.68;50.87;47.6;59.31;58.76;NA
NN GROUP - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;H:NN(ENERDP0961);NA;NA;NA;NA;NA;0.88;0.85;0.63;0.65;0.48;NA
PORSCHE AML.HLDG.PREF. - DIVIDEND YIELD;D:PAH3(DY);0.21;1.27;1.58;2.8;3.17;5.16;2.19;1.61;3.13;3.19;3.92
PORSCHE AML.HLDG.PREF.;D:PAH3(P);39.829;43.24;47.971;71.8;63.472;38.93;46.21;62.605;56.2;69.38;56.42
PORSCHE AML.HLDG.PREF. - HISTORICAL VOLATILITY 5 YEARS;400E(D:PAH3);0.4481;0.5156;0.4911;0.4335;0.3957;0.4159;0.3396;0.3464;0.3448;0.3405;0.37
PORSCHE AML.HLDG.PREF. - RETURN ON EQUITY - TOTAL (%);D:PAH3(WC08301);21.58;0.19;30.39;8.17;10.1;-0.97;5;11.24;10.74;12.83;NA
PORSCHE AML.HLDG.PREF. - Environment Pillar Score;D:PAH3(ENSCORE);51.06;40.89;29.22;27.46;16.25;4.29;0;0;0;0.77;NA
PORSCHE AML.HLDG.PREF. - RESEARCH & DEVELOPMENT/SALES;D:PAH3(WC08341);NA;NA;NA;NA;NA;NA;1150900;2.94;2.91;2.59;NA
PORSCHE AML.HLDG.PREF. - Governance Pillar Score;D:PAH3(CGSCORE);6.47;5.5;9.04;5.69;8.03;6.2;4.1;17.42;24.25;24.49;NA
PORSCHE AML.HLDG.PREF. - Social Pillar Score;D:PAH3(SOSCORE);5.94;9.97;12.89;15.11;4.31;8.16;4.51;4.78;6.05;5.43;NA
#ERROR;;$$ER: 0904,NO DATA AVAILABLE;;;;;;;;;;
POSTE ITALIANE - DIVIDEND YIELD;I:PST(DY);NA;NA;NA;NA;NA;0;5.76;6.36;6.45;3.36;5.37
POSTE ITALIANE;I:PST(P);NA;NA;NA;NA;NA;6.75;5.9;6.13;6.516;11.16;8.614
POSTE ITALIANE - HISTORICAL VOLATILITY 5 YEARS;400E(I:PST);NA;NA;NA;NA;NA;NA;0.2963;0.2342;0.2197;0.2118;0.3311
POSTE ITALIANE - RETURN ON EQUITY - TOTAL (%);I:PST(WC08301);22.73;23.41;24.3;15.74;2.73;6.11;6.99;8.79;17.88;15.08;NA
POSTE ITALIANE - Environment Pillar Score;I:PST(ENSCORE);NA;NA;NA;NA;NA;39.21;61.4;62.84;62.01;64.58;NA
#ERROR;;$$ER: 4540,NO DATA VALUES FOUND;;;;;;;;;;
POSTE ITALIANE - Governance Pillar Score;I:PST(CGSCORE);NA;NA;NA;NA;NA;26.31;26.88;32.26;54.38;53.4;NA
POSTE ITALIANE - Social Pillar Score;I:PST(SOSCORE);NA;NA;NA;NA;NA;30.02;48.53;64.8;83.79;83.36;NA
POSTE ITALIANE - CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions;I:PST(ENERDP0961);NA;NA;NA;NA;NA;NA;4.92;3.98;4.17;4.29;NA
PRYSMIAN - DIVIDEND YIELD;I:PRY(DY);3.24;1.56;1.5;2.28;3.03;2.16;1.86;1.51;2.58;2.19;1.89
PRYSMIAN;I:PRY(P);12.4524;10.3158;13.5352;17.8374;13.3998;18.7656;21.8497;27.4861;16.14;19.635;26.42
PRYSMIAN - HISTORICAL VOLATILITY 5 YEARS;400E(I:PRY);0.4004;0.3855;0.3759;0.3229;0.3234;0.2961;0.2715;0.2344;0.2353;0.2394;0.3214
PRYSMIAN - RETURN ON EQUITY - TOTAL (%);I:PRY(WC08301);20.66;-15.13;15.6;13.19;10.01;17.63;18.05;15.47;7.01;12.69;NA
PRYSMIAN - Environment Pillar Score;I:PRY(ENSCORE);32.25;54.63;56.42;57.86;34.2;40.21;42.21;45.96;47.98;55.67;NA
PRYSMIAN - RESEARCH & DEVELOPMENT/SALES;I:PRY(WC08341);1.01;0.9;NA;NA;NA;0.99;1.11;0.92;0.96;0.83;NA
